accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCF_040150645,SAMN40597892,PRJNA1091569,Enterococcus faecalis,PM20,fecal sample,Feces,Cameroon,2021
GCF_040150655,SAMN40597890,PRJNA1091569,Enterococcus faecalis,PM14,fecal sample,Feces,Cameroon,2021
GCF_040150665,SAMN40597891,PRJNA1091569,Enterococcus faecalis,PM2,fecal sample,Feces,Cameroon,2021
GCF_040150705,SAMN40597889,PRJNA1091569,Enterococcus faecalis,PM12,fecal sample,Feces,Cameroon,2021
GCF_040150725,SAMN40597888,PRJNA1091569,Enterococcus faecalis,PM11,fecal sample,Feces,Cameroon,2021
GCF_040150745,SAMN40597886,PRJNA1091569,Enterococcus faecalis,PM1,fecal sample,Feces,Cameroon,2021
GCF_040150755,SAMN40597885,PRJNA1091569,Enterococcus faecalis,LH-CAM-70,fecal sample,Feces,Cameroon,2021
GCF_040150775,SAMN40597887,PRJNA1091569,Enterococcus mundtii,PM10,fecal sample,Feces,Cameroon,2021
GCF_040150795,SAMN40597884,PRJNA1091569,Enterococcus faecalis,LH-CAM-67,fecal sample,Feces,Cameroon,2021
GCF_040150855,SAMN40597881,PRJNA1091569,Enterococcus faecalis,LH-CAM-56,fecal sample,Feces,Cameroon,2021
GCF_040150875,SAMN40597880,PRJNA1091569,Enterococcus faecalis,LH-CAM-54,fecal sample,Feces,Cameroon,2021
GCF_040150895,SAMN40597877,PRJNA1091569,Enterococcus faecalis,LH-CAM-43,fecal sample,Feces,Cameroon,2021
GCF_040150915,SAMN40597878,PRJNA1091569,Enterococcus faecalis,LH-CAM-51,fecal sample,Feces,Cameroon,2021
GCF_040150995,SAMN40597873,PRJNA1091569,Enterococcus faecalis,LH-CAM-32,fecal sample,Feces,Cameroon,2021
GCF_040151015,SAMN40597872,PRJNA1091569,Enterococcus faecalis,LH-CAM-25,fecal sample,Feces,Cameroon,2021
GCF_040151055,SAMN40597871,PRJNA1091569,Enterococcus faecalis,LH-CAM-23,fecal sample,Feces,Cameroon,2021
GCF_040151075,SAMN40597870,PRJNA1091569,Enterococcus faecalis,LH-CAM-21,fecal sample,Feces,Cameroon,2021
GCF_040151375,SAMN38749211,PRJNA1050647,Enterococcus faecalis,M17RL3B,leaves,Environmental,South Africa,6/8/2022
GCF_040191815,SAMN41754075,PRJNA1121191,Enterococcus hirae,SD3-4,hospital sewage,Clinical,China,2023-02
GCF_040191835,SAMN41754081,PRJNA1121191,Enterococcus hirae,SY3-9,hospital sewage,Clinical,China,2023-02
GCF_040191875,SAMN41754077,PRJNA1121191,Enterococcus durans,SD3-8,hospital sewage,Clinical,China,2023-02
GCF_040191895,SAMN41754071,PRJNA1121191,Enterococcus hirae,SD2-9,hospital sewage,Clinical,China,2023-02
GCF_040191915,SAMN41754079,PRJNA1121191,Enterococcus durans,SD3-11,hospital sewage,Clinical,China,2023-02
GCF_040191935,SAMN41754078,PRJNA1121191,Enterococcus hirae,SD3-9,hospital sewage,Clinical,China,2023-02
GCF_040191955,SAMN41754076,PRJNA1121191,Enterococcus durans,SD3-6,hospital sewage,Clinical,China,2023-02
GCF_040191975,SAMN41754072,PRJNA1121191,Enterococcus hirae,SD2-10,hospital sewage,Clinical,China,2023-02
GCF_040191995,SAMN41754070,PRJNA1121191,Enterococcus durans,SD2-8,hospital sewage,Clinical,China,2023-02
GCF_040192015,SAMN41754056,PRJNA1121191,Enterococcus gallinarum,SR3-12,hospital sewage,Clinical,China,2023-02
GCF_040192035,SAMN41754069,PRJNA1121191,Enterococcus hirae,SD2-4,hospital sewage,Clinical,China,2023-02
GCF_040192055,SAMN41754089,PRJNA1121191,Enterococcus gallinarum,JH3-11,hospital sewage,Clinical,China,2023-02
GCF_040192075,SAMN41754066,PRJNA1121191,Enterococcus gallinarum,SD1-8,hospital sewage,Clinical,China,2023-02
GCF_040192095,SAMN41754073,PRJNA1121191,Enterococcus durans,SD2-11,hospital sewage,Clinical,China,2023-02
GCF_040192135,SAMN41754088,PRJNA1121191,Enterococcus gallinarum,JH1-5,hospital sewage,Clinical,China,2023-02
GCF_040192155,SAMN41754083,PRJNA1121191,Enterococcus casseliflavus,YW1-43,hospital sewage,Clinical,China,2023-02
GCF_040192175,SAMN41754074,PRJNA1121191,Enterococcus hirae,SD3-1,hospital sewage,Clinical,China,2023-02
GCF_040192215,SAMN41754085,PRJNA1121191,Enterococcus gallinarum,YW2-39,hospital sewage,Clinical,China,2023-02
GCF_040192235,SAMN41754087,PRJNA1121191,Enterococcus gallinarum,JH1-3,hospital sewage,Clinical,China,2023-02
GCF_040192245,SAMN41754082,PRJNA1121191,Enterococcus gallinarum,YW1-4,hospital sewage,Clinical,China,2023-02
GCF_040192295,SAMN41754068,PRJNA1121191,Enterococcus hirae,SD2-3,hospital sewage,Clinical,China,2023-02
GCF_040192355,SAMN41754065,PRJNA1121191,Enterococcus gallinarum,SD1-6,hospital sewage,Clinical,China,2023-02
GCF_040192375,SAMN41754062,PRJNA1121191,Enterococcus innesii,LY2-7,hospital sewage,Clinical,China,2023-02
GCF_040192395,SAMN41754067,PRJNA1121191,Enterococcus durans,SD2-2,hospital sewage,Clinical,China,2023-02
GCF_040192415,SAMN41754064,PRJNA1121191,Enterococcus gallinarum,SD1-2,hospital sewage,Clinical,China,2023-02
GCF_040192555,SAMN41754053,PRJNA1121191,Enterococcus gallinarum,SR3-3,hospital sewage,Clinical,China,2023-02
GCF_040192595,SAMN41754052,PRJNA1121191,Enterococcus avium,SR2-15,hospital sewage,Clinical,China,2023-02
GCF_040192615,SAMN41754050,PRJNA1121191,Enterococcus casseliflavus,SR1-14,hospital sewage,Clinical,China,2023-02
GCF_040192635,SAMN41754046,PRJNA1121191,Enterococcus asini,EB2-12,hospital sewage,Clinical,China,2023-02
GCF_040192745,SAMN41754036,PRJNA1121191,Enterococcus gallinarum,JX1-9,hospital sewage,Clinical,China,2023-02
GCF_040192815,SAMN41754043,PRJNA1121191,Enterococcus gallinarum,JX3-16,hospital sewage,Clinical,China,2023-02
GCF_040192875,SAMN41754044,PRJNA1121191,Enterococcus hirae,EB1-16,hospital sewage,Clinical,China,2023-02
GCF_040192895,SAMN41754041,PRJNA1121191,Enterococcus gallinarum,JX3-8,hospital sewage,Clinical,China,2023-02
GCF_040192915,SAMN41754040,PRJNA1121191,Enterococcus gallinarum,JX3-7,hospital sewage,Clinical,China,2023-02
GCF_040192955,SAMN41754038,PRJNA1121191,Enterococcus gallinarum,JX2-8,hospital sewage,Clinical,China,2023-02
GCF_040192975,SAMN41754030,PRJNA1121191,Enterococcus gallinarum,ZET3-5,hospital sewage,Clinical,China,2023-02
GCF_040193015,SAMN41754034,PRJNA1121191,Enterococcus hirae,SZ2-8,hospital sewage,Clinical,China,2023-02
GCF_040193035,SAMN41754029,PRJNA1121191,Enterococcus gallinarum,ZET3-3,hospital sewage,Clinical,China,2023-02
GCF_040193075,SAMN41754032,PRJNA1121191,Enterococcus hirae,SZ1-6,hospital sewage,Clinical,China,2023-02
GCF_040193115,SAMN41754028,PRJNA1121191,Enterococcus gallinarum,ZET3-2,hospital sewage,Clinical,China,2023-02
GCF_040193155,SAMN41754027,PRJNA1121191,Enterococcus gallinarum,ZET3-1,hospital sewage,Clinical,China,2023-02
GCF_040193195,SAMN41754019,PRJNA1121191,Enterococcus hirae,ZE3-5,hospital sewage,Clinical,China,2023-02
GCF_040193275,SAMN41754020,PRJNA1121191,Enterococcus casseliflavus,ZE3-6,hospital sewage,Clinical,China,2023-02
GCF_040193315,SAMN41754011,PRJNA1121191,Enterococcus hirae,ZE2-2,hospital sewage,Clinical,China,2023-02
GCF_040193495,SAMN41754012,PRJNA1121191,Enterococcus hirae,ZE2-4,hospital sewage,Clinical,China,2023-02
GCF_040193515,SAMN41754004,PRJNA1121191,Enterococcus gallinarum,ZE1-1,hospital sewage,Clinical,China,2023-02
GCF_040193595,SAMN41754008,PRJNA1121191,Enterococcus gallinarum,ZE1-12,hospital sewage,Clinical,China,2023-02
GCF_040193645,SAMN41754007,PRJNA1121191,Enterococcus hirae,ZE1-8,hospital sewage,Clinical,China,2023-02
GCF_040203435,SAMN41518277,PRJNA1115951,Enterococcus faecalis,GZ133,wound secretion,Clinical,NA,4/1/2023
GCF_040203445,SAMN41518282,PRJNA1115951,Enterococcus faecalis,LW158,wound secretion,Clinical,NA,5/1/2023
GCF_040203465,SAMN41518281,PRJNA1115951,Enterococcus sp.,LW22,wound secretion,Clinical,NA,5/1/2023
GCF_040203475,SAMN41518278,PRJNA1115951,Enterococcus faecalis,GZ138,wound secretion,Clinical,NA,5/1/2023
GCF_040203535,SAMN41518279,PRJNA1115951,Enterococcus faecalis,GZ142,wound secretion,Clinical,NA,5/1/2023
GCF_040203545,SAMN41518280,PRJNA1115951,Enterococcus faecalis,GZ178,wound secretion,Clinical,NA,5/1/2023
GCF_040203555,SAMN41518285,PRJNA1115951,Enterococcus faecalis,LW226,wound secretion,Clinical,NA,5/1/2023
GCF_040203565,SAMN41518273,PRJNA1115951,Enterococcus faecalis,GZ27,wound secretion,Clinical,NA,4/1/2023
GCF_040203575,SAMN41518276,PRJNA1115951,Enterococcus faecalis,GZ86,wound secretion,Clinical,NA,4/1/2023
GCF_040203635,SAMN41518284,PRJNA1115951,Enterococcus faecalis,LW192,wound secretion,Clinical,NA,5/1/2023
GCF_040203655,SAMN41518274,PRJNA1115951,Enterococcus faecalis,GZ61,wound secretion,Clinical,NA,4/1/2023
GCF_040203685,SAMN41518275,PRJNA1115951,Enterococcus faecalis,GZ83,wound secretion,Clinical,NA,4/1/2023
GCF_040226755,SAMN40964781,PRJNA1093465,Ligilactobacillus sp.,RTP31139st1_D10_RTP31139_211217,feces,Feces,USA,12/17/2021
GCF_040235315,SAMN41611878,PRJNA1118680,Limosilactobacillus fermentum,JF9,Chinese fermented vinegar spirits,Food,China,2022-06
GCF_040250195,SAMN41736449,PRJNA1121117,Pediococcus acidilactici,PA_ZFRFD,rumen fluid,Gut,China,10/10/2023
GCF_040267675,SAMN41770756,PRJNA1121979,Weissella cibaria,CXO-1,saliva,Clinical,South Korea,1/10/2020
GCF_040267725,SAMN41829189,PRJNA1123856,Lacticaseibacillus paracasei,TCI727,raw milk,Food,Taiwan,5/1/2020
GCF_040267735,SAMN41829422,PRJNA1123862,Limosilactobacillus fermentum,TCI757,tempeh,Food,Taiwan,6/17/2020
GCF_040267765,SAMN41831469,PRJNA1123883,Lactobacillus delbrueckii subsp. bulgaricus,TCI904,fermented milk,Food,Taiwan,7/11/2019
GCF_040268325,SAMN41862956,PRJNA1124618,Lactiplantibacillus plantarum,TCI837,raisin,Food,Taiwan,2/25/2020
GCF_040271445,SAMN41852705,PRJNA1124426,Lactiplantibacillus plantarum,SCZH-7,mountain,Environmental,China,2023-06
GCF_040297645,SAMN37011299,PRJNA1006163,Enterococcus faecalis,PC10-B5,raw meat,Food,South Africa,2021
GCF_040297665,SAMN37011297,PRJNA1006163,Enterococcus faecalis,PC4-S4,raw meat,Food,South Africa,2021
GCF_040297725,SAMN37011296,PRJNA1006163,Enterococcus faecalis,PC3-S3,raw meat,Food,South Africa,2021
GCF_040356725,SAMN41787803,PRJNA1122559,Lactiplantibacillus plantarum,FNZ042,cheese,Food,New Zealand,NA
GCF_040366445,SAMD00760582,PRJDB14879,Apilactobacillus kunkeei,NRIC 0776,Honey,Food,Japan,NA
GCF_040371495,SAMD00748008,PRJDB17563,Enterococcus faecalis,EF01,fecal sample,Feces,USA,2018
GCF_040409965,SAMN41885424,PRJNA1125201,Paucilactobacillus suebicus,LTH 1079,pear mash,Food,Germany,1989
GCF_040430295,SAMN41784243,PRJNA1092961,Lacticaseibacillus paracasei,ATA-LTC-Lp041103,feces,Feces,Turkey,11/4/2003
GCF_040430355,SAMN41784242,PRJNA1092961,Enterococcus gallinarum,ATA-LTC-Eg080298,root soil,Environmental,Turkey,2/8/1998
GCF_040430785,SAMN42020710,PRJNA1127820,Enterococcus mundtii,A9-1A,feces,Feces,China,2021-09
GCF_040446565,SAMN40988818,PRJNA1101181,Lacticaseibacillus rhamnosus,MY-1,Moldy straw,Environmental,China,10/20/2021
GCF_040448705,SAMN42017670,PRJNA1127682,Lactiplantibacillus plantarum,Z45,food,Food,China,2/15/2024
GCF_040459555,SAMN31372292,PRJNA892231,Lacticaseibacillus paracasei,T1901,fermented palm sap,Food,Thailand,11/17/2020
GCF_040459585,SAMN31372290,PRJNA892231,Lacticaseibacillus paracasei,T1301,fermented palm sap,Food,Thailand,11/17/2020
GCF_040459615,SAMN31372291,PRJNA892231,Lacticaseibacillus paracasei,T1304,fermented palm sap,Food,Thailand,11/17/2020
GCF_040459635,SAMN31372287,PRJNA892231,Lacticaseibacillus paracasei,T0602,fermented palm sap,Food,Thailand,11/17/2020
GCF_040459675,SAMN31372289,PRJNA892231,Lacticaseibacillus paracasei,T0902,fermented palm sap,Food,Thailand,11/17/2020
GCF_040459685,SAMN31372286,PRJNA892231,Lacticaseibacillus paracasei,T0601,fermented palm sap,Food,Thailand,11/17/2020
GCF_040493595,SAMN34277116,PRJNA958115,Enterococcus hirae,P79,feces,Feces,China,2019-09
GCF_040513505,SAMN42108995,PRJNA1128864,Enterococcus hirae,K77,milk,Food,India,12/15/2009
GCF_040513525,SAMN42108982,PRJNA1128864,Enterococcus faecalis,K92,milk,Food,India,1/25/2011
GCF_040513615,SAMN42108978,PRJNA1128864,Enterococcus faecalis,K11,milk,Food,India,1/25/2011
GCF_040513725,SAMN42108992,PRJNA1128864,Enterococcus faecium,K103,milk,Food,India,12/15/2009
GCF_040513775,SAMN42108984,PRJNA1128864,Enterococcus faecalis,T36,milk,Food,India,1/4/2013
GCF_040513795,SAMN42108979,PRJNA1128864,Enterococcus faecalis,K36,milk,Food,India,9/17/2009
GCF_040513915,SAMN42108990,PRJNA1128864,Enterococcus faecium,K176,milk,Food,India,10/20/2010
GCF_040513935,SAMN42108991,PRJNA1128864,Enterococcus faecium,K32,milk,Food,India,10/20/2010
GCF_040513975,SAMN42108988,PRJNA1128864,Enterococcus faecium,M21,milk,Food,India,1/4/2013
GCF_040516035,SAMN42045432,PRJNA1128364,Latilactobacillus sakei subsp. sakei,CBA3649,Cabbage kimchi inoculated with MRS-enriched fecal LAB,Food,South Korea,2022
GCF_040516045,SAMN42047150,PRJNA1128367,Leuconostoc mesenteroides subsp. mesenteroides,CBA3650,Cabbage kimchi inoculated with MRS-enriched fecal LAB,Food,South Korea,2022
GCF_040516055,SAMN40909103,PRJNA1098474,Pediococcus pentosaceus,PP04sPP04,sauerkraut,Food,China,7/25/2017
GCF_040531125,SAMN42178334,PRJNA1121191,Enterococcus faecium,YW2-41,hospital sewage,Clinical,China,2023-02
GCF_040531215,SAMN42178331,PRJNA1121191,Enterococcus faecium,SY1-5,hospital sewage,Clinical,China,2023-02
GCF_040531585,SAMN42165387,PRJNA1129672,Enterococcus faecalis,21ZC30046,urine,Clinical,China,2021
GCF_040531625,SAMN42165388,PRJNA1129672,Enterococcus faecalis,21ZC52157,blood,Clinical,China,2021
GCF_040531695,SAMN42165393,PRJNA1129672,Enterococcus faecalis,21ZC46045,blood,Clinical,China,2021
GCF_040531715,SAMN42165382,PRJNA1129672,Enterococcus faecalis,21ZC61164,urine,Clinical,China,2021
GCF_040531735,SAMN42165394,PRJNA1129672,Enterococcus faecalis,21ZC63196,urine,Clinical,China,2021
GCF_040531785,SAMN42165377,PRJNA1129672,Enterococcus faecalis,21ZC51100,urine,Clinical,China,2021
GCF_040531805,SAMN42165391,PRJNA1129672,Enterococcus faecalis,21ZC04115,ascites,Clinical,China,2021
GCF_040531815,SAMN42165389,PRJNA1129672,Enterococcus faecalis,21ZC62072,urine,Clinical,China,2021
GCF_040531835,SAMN42165390,PRJNA1129672,Enterococcus faecalis,21ZC30092,pus,Clinical,China,2021
GCF_040531865,SAMN42165381,PRJNA1129672,Enterococcus faecalis,21ZC60133,cerebrospinal fluid,Clinical,China,2021
GCF_040531875,SAMN42165386,PRJNA1129672,Enterococcus faecalis,21ZC63194,urine,Clinical,China,2021
GCF_040531895,SAMN42165385,PRJNA1129672,Enterococcus faecalis,21ZC62077,uterus sample,Clinical,China,2021
GCF_040531925,SAMN42165372,PRJNA1129672,Enterococcus faecalis,21ZC09099,urine,Clinical,China,2021
GCF_040531945,SAMN42165383,PRJNA1129672,Enterococcus faecalis,21ZC62057,ascites,Clinical,China,2021
GCF_040531955,SAMN42165384,PRJNA1129672,Enterococcus faecalis,21ZC62067,blood,Clinical,China,2021
GCF_040531965,SAMN42165380,PRJNA1129672,Enterococcus faecalis,21ZC59143,urine,Clinical,China,2021
GCF_040532005,SAMN42165373,PRJNA1129672,Enterococcus faecalis,21ZC13049,blood,Clinical,China,2021
GCF_040532025,SAMN42165376,PRJNA1129672,Enterococcus faecalis,21ZC46035,blood,Clinical,China,2021
GCF_040532035,SAMN42165379,PRJNA1129672,Enterococcus faecalis,21ZC55165,urine,Clinical,China,2021
GCF_040532055,SAMN42165378,PRJNA1129672,Enterococcus faecalis,21ZC52148,urine,Clinical,China,2021
GCF_040532065,SAMN42165402,PRJNA1129672,Enterococcus faecalis,21ZC39077,urine,Clinical,China,2021
GCF_040532075,SAMN42165371,PRJNA1129672,Enterococcus faecalis,21ZC06142,stool,Feces,China,2021
GCF_040532145,SAMN42165400,PRJNA1129672,Enterococcus faecalis,21ZC65172,bile,Gut,China,2021
GCF_040532155,SAMN42165392,PRJNA1129672,Enterococcus faecalis,21ZC46040,blood,Clinical,China,2021
GCF_040532185,SAMN42165362,PRJNA1129672,Enterococcus faecalis,21ZC40171,urine,Clinical,China,2021
GCF_040532225,SAMN42165375,PRJNA1129672,Enterococcus faecalis,21ZC32158,urine,Clinical,China,2021
GCF_040532245,SAMN42165367,PRJNA1129672,Enterococcus faecalis,21ZC46046,ascites,Clinical,China,2021
GCF_040532255,SAMN42165370,PRJNA1129672,Enterococcus faecalis,21ZC05100,drainage fluid,Environmental,China,2021
GCF_040532265,SAMN42165365,PRJNA1129672,Enterococcus faecalis,21ZC46038,blood,Clinical,China,2021
GCF_040532285,SAMN42165368,PRJNA1129672,Enterococcus faecalis,21ZC09100,ascites,Clinical,China,2021
GCF_040532325,SAMN42165369,PRJNA1129672,Enterococcus faecalis,21ZC01125,skin and soft tissue,Clinical,China,2021
GCF_040532345,SAMN42165361,PRJNA1129672,Enterococcus faecalis,21ZC30052,urine,Clinical,China,2021
GCF_040532365,SAMN42165366,PRJNA1129672,Enterococcus faecalis,21ZC46039,blood,Clinical,China,2021
GCF_040532375,SAMN42165364,PRJNA1129672,Enterococcus faecalis,21ZC46037,blood,Clinical,China,2021
GCF_040532395,SAMN42165363,PRJNA1129672,Enterococcus faecalis,21ZC44175,pus,Clinical,China,2021
GCF_040532415,SAMN42165353,PRJNA1129672,Enterococcus gallinarum,21ZC44196,bile,Gut,China,2021
GCF_040532435,SAMN42165360,PRJNA1129672,Enterococcus faecalis,21ZC29182,drainage fluid,Environmental,China,2021
GCF_040532455,SAMN42165356,PRJNA1129672,Enterococcus faecalis,21ZC62060,ascites,Clinical,China,2021
GCF_040532475,SAMN42165359,PRJNA1129672,Enterococcus faecalis,21ZC09074,pus,Clinical,China,2021
GCF_040532495,SAMN42165357,PRJNA1129672,Enterococcus faecalis,21ZC09071,blood,Clinical,China,2021
GCF_040532515,SAMN42165354,PRJNA1129672,Enterococcus faecalis,21ZC46042,blood,Clinical,China,2021
GCF_040532535,SAMN42165355,PRJNA1129672,Enterococcus faecalis,21ZC62059,ascites,Clinical,China,2021
GCF_040532555,SAMN42165358,PRJNA1129672,Enterococcus faecalis,21ZC09072,blood,Clinical,China,2021
GCF_040535345,SAMN42178302,PRJNA1121191,Enterococcus faecium,ZE3-1,hospital sewage,Clinical,China,2023-02
GCF_040535365,SAMN42178377,PRJNA1121191,Enterococcus faecalis,JH2-2,hospital sewage,Clinical,China,2023-02
GCF_040535425,SAMN42178307,PRJNA1121191,Enterococcus faecium,SZ2-11,hospital sewage,Clinical,China,2023-02
GCF_040535445,SAMN42178378,PRJNA1121191,Enterococcus faecalis,JH2-7,hospital sewage,Clinical,China,2023-02
GCF_040535505,SAMN42178379,PRJNA1121191,Enterococcus faecalis,JH2-8,hospital sewage,Clinical,China,2023-02
GCF_040535545,SAMN42178368,PRJNA1121191,Enterococcus faecalis,SY2-13,hospital sewage,Clinical,China,2023-02
GCF_040535605,SAMN42178375,PRJNA1121191,Enterococcus faecalis,JH1-11,hospital sewage,Clinical,China,2023-02
GCF_040535625,SAMN42178372,PRJNA1121191,Enterococcus faecalis,TZ2-9,hospital sewage,Clinical,China,2023-02
GCF_040535645,SAMN42178381,PRJNA1121191,Enterococcus faecalis,JH3-1,hospital sewage,Clinical,China,2023-02
GCF_040535665,SAMN42178380,PRJNA1121191,Enterococcus faecalis,JH2-12,hospital sewage,Clinical,China,2023-02
GCF_040535685,SAMN42178371,PRJNA1121191,Enterococcus faecalis,TZ2-8,hospital sewage,Clinical,China,2023-02
GCF_040535705,SAMN42178376,PRJNA1121191,Enterococcus faecalis,JH1-15,hospital sewage,Clinical,China,2023-02
GCF_040535725,SAMN42178367,PRJNA1121191,Enterococcus faecalis,SY2-7,hospital sewage,Clinical,China,2023-02
GCF_040535745,SAMN42178374,PRJNA1121191,Enterococcus faecalis,TZ3-16,hospital sewage,Clinical,China,2023-02
GCF_040535765,SAMN42178373,PRJNA1121191,Enterococcus faecalis,TZ3-14,hospital sewage,Clinical,China,2023-02
GCF_040535785,SAMN42178370,PRJNA1121191,Enterococcus faecalis,SY3-15,hospital sewage,Clinical,China,2023-02
GCF_040535805,SAMN42178369,PRJNA1121191,Enterococcus faecalis,SY3-3,hospital sewage,Clinical,China,2023-02
GCF_040535825,SAMN42178361,PRJNA1121191,Enterococcus faecalis,SR1-1,hospital sewage,Clinical,China,2023-02
GCF_040535845,SAMN42178366,PRJNA1121191,Enterococcus faecalis,SY1-14,hospital sewage,Clinical,China,2023-02
GCF_040535865,SAMN42178359,PRJNA1121191,Enterococcus faecalis,EB2-3,hospital sewage,Clinical,China,2023-02
GCF_040535885,SAMN42178363,PRJNA1121191,Enterococcus faecalis,LY3-1,hospital sewage,Clinical,China,2023-02
GCF_040535895,SAMN42178364,PRJNA1121191,Enterococcus faecalis,SD1-3,hospital sewage,Clinical,China,2023-02
GCF_040535925,SAMN42178356,PRJNA1121191,Enterococcus faecalis,SZT3-1,hospital sewage,Clinical,China,2023-02
GCF_040535945,SAMN42178365,PRJNA1121191,Enterococcus faecalis,SD2-1,hospital sewage,Clinical,China,2023-02
GCF_040535965,SAMN42178360,PRJNA1121191,Enterococcus faecalis,EB3-5,hospital sewage,Clinical,China,2023-02
GCF_040535985,SAMN42178362,PRJNA1121191,Enterococcus faecalis,SR1-4,hospital sewage,Clinical,China,2023-02
GCF_040536005,SAMN42178355,PRJNA1121191,Enterococcus faecalis,SZ3-8,hospital sewage,Clinical,China,2023-02
GCF_040536025,SAMN42178357,PRJNA1121191,Enterococcus faecalis,JX2-1,hospital sewage,Clinical,China,2023-02
GCF_040536045,SAMN42178358,PRJNA1121191,Enterococcus faecalis,EB1-8,hospital sewage,Clinical,China,2023-02
GCF_040536065,SAMN42178349,PRJNA1121191,Enterococcus faecalis,SZ1-1,hospital sewage,Clinical,China,2023-02
GCF_040536085,SAMN42178353,PRJNA1121191,Enterococcus faecalis,SZ3-1,hospital sewage,Clinical,China,2023-02
GCF_040536095,SAMN42178354,PRJNA1121191,Enterococcus faecalis,SZ3-6,hospital sewage,Clinical,China,2023-02
GCF_040536125,SAMN42178351,PRJNA1121191,Enterococcus faecalis,SZ1-17,hospital sewage,Clinical,China,2023-02
GCF_040536155,SAMN42178352,PRJNA1121191,Enterococcus faecalis,SZ2-9,hospital sewage,Clinical,China,2023-02
GCF_040536175,SAMN42178350,PRJNA1121191,Enterococcus faecalis,SZ1-8,hospital sewage,Clinical,China,2023-02
GCF_040536905,SAMN42017790,PRJNA1127691,Lacticaseibacillus paracasei,z15,food,Food,China,2/15/2024
GCF_040536935,SAMN42111627,PRJNA1129040,Lactiplantibacillus plantarum,ZY-1,traditional fermented food,Food,China,2008-07
GCF_040538575,SAMN42158193,PRJNA1129530,Enterococcus casseliflavus,RIT845,rock,Environmental,USA,11/17/2023
GCF_040543165,SAMN42050810,PRJNA1128453,Pediococcus acidilactici,PA_ZFRA1,rumen fluid,Gut,China,8/6/2022
GCF_040566435,SAMN42273566,PRJNA1131279,Ligilactobacillus salivarius,C1-4,gut tissue samples,Gut,Turkey,2022-02
GCF_040583315,SAMN37321373,PRJNA1014225,Lactiplantibacillus plantarum,SPS109,fermented food,Food,Thailand,2021
GCF_040586835,SAMN26198730,PRJNA590891,Enterococcus faecalis,19CA02SA02,SALMON (SA),Food,USA,2019
GCF_040705095,SAMN42384222,PRJNA1091569,Lacticaseibacillus rhamnosus,PM4,feces,Feces,Cameroon,2021
GCF_040705115,SAMN42384223,PRJNA1091569,Weissella confusa,PM7,feces,Feces,Cameroon,2021
GCF_040705215,SAMN42370084,PRJNA1132976,Lactiplantibacillus paraplantarum,CIRM-BIA 1870,birch sap,Food,France,2015
GCF_040717425,SAMN42378543,PRJNA1133149,Lactiplantibacillus plantarum,C0502,fermented vegetables,Food,China,3/1/2023
GCF_040719475,SAMN41574430,PRJNA1117529,Lactiplantibacillus plantarum,GMNL-661,gastrointestinal tract,Gut,Taiwan,9/12/2013
GCF_040720955,SAMN42394296,PRJNA1134134,Ligilactobacillus salivarius,C2-3,gut tissue samples,Gut,Turkey,2022-02
GCF_040790815,SAMN41885156,PRJNA1125184,Lactiplantibacillus plantarum,AUSA002,breast milk from healthy nursing mother,Food,China,11/20/2023
GCF_040790835,SAMN41941956,PRJNA1126176,Limosilactobacillus fermentum,FOSU-YHD19,traditional fermented pickle,Food,China,2023-03
GCF_040790875,SAMN42420342,PRJNA1134429,Pediococcus pentosaceus,RS-1,pericarp of Hippophae rhamnoides fruit,Food,China,2023
GCF_040790905,SAMN41916868,PRJNA1125934,Lactiplantibacillus plantarum,AUSA004,breast milk from healthy nursing mother,Food,China,11/20/2023
GCF_040801795,SAMN42439989,PRJNA1134886,Lacticaseibacillus rhamnosus,MG4644,feces,Feces,South Korea,6/9/2022
GCF_040822445,SAMN42029631,PRJNA1128065,Lacticaseibacillus paracasei subsp. paracasei,BS2-PB5,breast milk,Food,Indonesia,2/20/2022
GCF_040822455,SAMN42033111,PRJNA1128078,Lactiplantibacillus plantarum,BR2-12,infant feces,Feces,Indonesia,3/1/2022
GCF_040822595,SAMN41784237,PRJNA1092961,Lactiplantibacillus plantarum,ATA-LPC98052,Soft rock inside the cave,Environmental,Turkey,1/12/1997
GCF_040884165,SAMN41837383,PRJNA1124050,Enterococcus faecalis,2048,blood,Clinical,Italy,2021
GCF_040884195,SAMN42232012,PRJNA1130880,Pediococcus acidilactici,AB01,Raw milk,Food,Algeria,5/10/2017
GCF_040884285,SAMN42231868,PRJNA1130870,Enterococcus sp.,GC39,chicken,Animal,China,2023
GCF_040884295,SAMN42231869,PRJNA1130870,Enterococcus sp.,GC40,chicken,Animal,China,2023
GCF_040884315,SAMN42231867,PRJNA1130870,Enterococcus sp.,GC38,chicken,Animal,China,2023
GCF_040884345,SAMN42231865,PRJNA1130870,Enterococcus sp.,GC36,chicken,Animal,China,2023
GCF_040884355,SAMN42231866,PRJNA1130870,Enterococcus sp.,GC37,chicken,Animal,China,2023
GCF_040884365,SAMN42231864,PRJNA1130870,Enterococcus sp.,GC35,chicken,Animal,China,2023
GCF_040886625,SAMN42231860,PRJNA1130870,Enterococcus sp.,C99,swine,Animal,China,2023
GCF_040886645,SAMN42231863,PRJNA1130870,Enterococcus sp.,GC34,chicken,Animal,China,2023
