Genome,Country,Date,adc,hdc,agmatinase,odc,tdc
SAMN03703113,France,1997,0,0,0,1,0
SAMN06109027,NA,1999,0,0,0,1,0
SAMN07513435,NA,1999,0,0,0,1,0
SAMN46888398,Turkey,2003,0,0,0,0,0
SAMN06718010,NA,2004,0,0,0,0,0
SAMN04441479,Thailand,2006,0,0,0,0,0
SAMN46888400,Turkey,2007,0,0,0,0,0
SAMEA117624658,France,2010,0,0,0,0,0
SAMN35791154,China,2011,0,0,0,0,0
SAMN35796814,China,2011,0,0,0,1,0
SAMN04017315,South Korea,2013,0,0,0,0,0
SAMN04123802,Viet Nam,2013,0,0,0,0,0
SAMN04510483,United Kingdom,2013,0,0,0,0,0
SAMN04525211,Brazil,2013,0,0,0,0,0
SAMN04525553,France,2013,0,0,0,0,0
SAMN04525974,United Kingdom,2013,0,0,0,0,0
SAMN04525975,NA,2013,0,0,0,0,0
SAMN04525976,NA,2013,0,0,0,0,0
SAMN04525977,France,2013,0,0,0,0,0
SAMN04525983,Viet Nam,2013,0,0,0,0,0
SAMN04528200,USA,2013,0,0,0,0,0
SAMN04528229,Viet Nam,2013,0,0,0,0,0
SAMN04528231,Viet Nam,2013,0,0,0,0,0
SAMN04528232,Viet Nam,2013,0,0,0,0,0
SAMN04528803,Viet Nam,2013,0,0,0,0,0
SAMN04528806,NA,2013,0,0,0,0,0
SAMN04528807,Japan,2013,0,0,0,0,0
SAMN04528815,Italy,2013,0,0,0,0,0
SAMN04528826,Japan,2013,0,0,0,0,0
SAMN04528827,Japan,2013,0,0,0,0,0
SAMN04528828,United Kingdom,2013,0,0,0,0,0
SAMN04528840,Italy,2013,0,0,0,0,0
SAMN04528875,USA,2013,0,0,0,0,0
SAMN04528876,Viet Nam,2013,0,0,0,0,0
SAMN04528877,Viet Nam,2013,0,0,0,0,0
SAMN04528879,Viet Nam,2013,0,0,0,0,0
SAMN04528932,France,2013,0,0,0,0,0
SAMN04528934,NA,2013,0,0,0,0,0
SAMN04528995,France,2013,0,0,0,0,0
SAMN04528996,Israel,2013,0,0,0,0,0
SAMN04528997,Switzerland,2013,0,0,0,0,0
SAMN04528998,Switzerland,2013,0,0,0,0,0
SAMN26521561,Italy,2013,0,0,0,0,0
SAMN26521562,Italy,2013,0,0,0,0,0
SAMN26521563,Italy,2013,0,0,0,0,0
SAMN15461266,China,2014,0,0,0,0,0
SAMN07943318,China,2015,0,0,0,0,0
SAMN08926768,Brazil,2015,0,0,0,0,0
SAMN18055044,South Korea,2015,0,0,0,0,0
SAMN12280510,Ireland,2016,0,0,0,1,0
SAMN25236864,South Korea,2016,0,0,0,0,0
SAMN28854070,South Korea,2018,0,0,0,0,0
SAMN21352171,Australia,2019,0,0,0,0,0
SAMN29024225,China,2019,0,0,0,1,0
SAMN31563714,China,2019,0,0,0,0,0
SAMN20446287,South Korea,2020,0,0,0,0,0
SAMN22826457,South Korea,2020,0,0,0,1,0
SAMN29861940,South Korea,2020,0,0,0,0,0
SAMN33411785,China,2020,0,0,0,0,0
SAMN41486086,NA,2020,0,0,0,0,0
SAMN24600170,China,2021,0,0,0,0,1
SAMN33776378,South Korea,2021,0,0,0,0,0
SAMN42585951,China,2021,0,0,0,1,0
SAMN27689319,South Korea,2022,0,0,0,0,0
SAMN37367105,South Korea,2023,0,0,0,1,0
SAMN39497512,China,2024,0,0,0,0,0
SAMN47177161,Bangladesh,2024,0,0,0,0,0
SAMN46727365,China,2025,0,0,0,0,1
SAMN05583778,USA,2016,0,0,0,1,0
SAMN05583791,USA,2016,0,0,0,1,0
SAMN05726898,USA,2016,0,0,0,0,0
SAMN05864074,USA,2016,0,0,0,1,0
SAMN30160606,India,2019,0,0,0,0,1
SAMN20719244,Germany,2020,0,0,0,0,1
SAMN24593066,South Korea,2020,0,0,0,0,0
SAMN41770756,South Korea,2020,0,0,0,0,0
SAMN41399013,China,2021,0,0,0,0,0
SAMN34123080,China,2022,0,0,0,0,1
SAMN34123081,China,2022,0,0,0,0,1
SAMN30608361,Singapore,2022,1,0,0,0,0
SAMN41784237,Turkey,1997,0,0,0,0,0
SAMN10094369,South Korea,2016,0,0,0,0,0
SAMN19473535,Pakistan,2019,0,0,0,0,1
SAMN19473658,Pakistan,2019,0,0,0,0,0
SAMN43558233,China,2019,0,0,0,0,1
SAMN46262032,China,2024,0,0,0,0,0
SAMN05583775,USA,2016,0,0,0,1,0
SAMN18325119,India,2019,0,0,0,1,0
SAMN10094466,South Korea,2016,0,0,0,0,0
SAMN35728319,China,2021,0,0,0,0,0
SAMN32886979,Germany,2015,0,0,0,0,0
SAMN32886980,Germany,2015,0,0,0,0,0
SAMN32886983,Germany,2015,0,0,0,0,0
SAMN45967342,China,2024,0,0,0,0,1
SAMN04346870,Canada,2015,0,0,0,0,0
SAMN07629511,Ireland,2016,0,0,0,0,0
SAMN33777239,Austria,2022,0,0,0,1,0
SAMN05219309,Japan,2001,0,0,0,0,0
SAMN37639062,South Korea,2022,0,0,0,0,1
SAMN09662691,India,2017,0,0,0,0,0
SAMN20719243,Germany,2020,0,0,0,0,1
SAMN36291298,China,2014,0,0,0,0,0
SAMN21236074,China,2018,0,0,0,0,0
SAMN21236075,China,2018,0,0,0,0,0
SAMN21236076,China,2018,0,0,0,0,0
SAMN21236078,China,2018,0,0,0,0,0
SAMN18394780,China,2019,0,0,0,0,0
SAMN34004742,India,2022,0,0,0,0,1
SAMN34004743,India,2022,0,0,0,0,1
SAMN20719234,Germany,2019,0,0,0,0,1
SAMN18353395,South Korea,2019,0,0,0,0,0
SAMN20719235,Germany,2019,0,0,0,0,1
SAMN20857173,China,2021,0,0,0,0,0
SAMN05583792,USA,2016,0,0,0,1,0
SAMN15532621,USA,2017,0,0,0,1,0
SAMN15533290,USA,2017,0,0,0,0,0
SAMN20719236,Germany,2019,0,0,0,0,1
SAMN42108978,India,2011,0,0,0,0,1
SAMN42108982,India,2011,0,0,0,0,1
SAMN17181714,China,2019,0,0,0,0,0
SAMN23526821,China,2021,0,1,0,0,0
SAMN37345008,China,2021,0,0,0,0,0
SAMN37345368,China,2021,0,0,0,1,0
SAMN39437308,China,2021,0,1,0,0,0
SAMN39437342,China,2021,0,0,0,0,0
SAMN38814954,Canada,2022,0,0,0,0,1
SAMN36329519,Bulgaria,2021,0,0,0,0,0
SAMN35982748,Lithuania,2022,0,0,0,0,0
SAMN35983174,Lithuania,2022,0,0,0,0,0
SAMN37639063,South Korea,2022,0,0,0,0,1
SAMN12586663,Thailand,2019,0,0,0,0,0
SAMN20719248,Germany,2020,0,0,0,0,1
SAMN23708199,Italy,2012,0,0,0,1,0
SAMN23708200,Italy,2012,0,0,0,1,0
SAMN23708207,Italy,2012,0,0,0,1,0
SAMN24007614,Italy,2012,0,0,0,1,0
SAMN17142075,India,2018,0,0,0,0,1
SAMN40150313,Pakistan,2021,0,0,0,0,1
SAMN05864075,USA,2016,0,0,0,1,0
SAMN42108984,India,2013,0,0,0,0,1
SAMN42108988,India,2013,0,0,0,0,1
SAMN05520948,South Korea,2015,0,0,0,0,0
SAMN43558221,China,2019,0,0,0,0,1
SAMN43558235,China,2019,0,0,0,0,1
SAMN36868840,Austria,2023,0,0,0,1,0
SAMN40733467,Belgium,2018,0,0,0,0,1
SAMN46209980,India,2018,0,0,0,0,0
SAMN20719242,Germany,2020,0,0,0,0,1
SAMN37344986,China,2023,0,0,0,0,0
SAMN37345414,China,2023,0,0,0,1,0
SAMN39436992,China,2023,0,0,0,1,0
SAMN39437242,China,2023,0,0,0,0,0
SAMN07224387,South Korea,2016,0,0,0,0,0
SAMN07125944,South Korea,2017,0,0,0,0,0
SAMN07126147,South Korea,2017,0,0,0,0,0
SAMN07167785,South Korea,2017,0,0,0,0,0
SAMN07276621,South Korea,2017,0,0,0,0,0
SAMN18631321,Switzerland,2020,0,0,0,0,1
SAMN40620118,Colombia,1998,0,0,0,0,0
SAMN09099013,China,2009,0,0,0,1,0
SAMN35073030,China,2010,0,0,0,0,1
SAMN35073034,China,2010,0,0,0,0,1
SAMN35073035,China,2010,0,0,0,1,0
SAMN35073036,China,2010,0,0,0,0,0
SAMN35073041,China,2010,0,0,0,1,0
SAMN35073045,China,2010,0,0,0,0,1
SAMN35073046,China,2010,0,0,0,1,0
SAMN02849421,USA,2011,0,0,0,0,0
SAMN22548460,Taiwan,2018,0,0,0,1,0
SAMN22548461,Taiwan,2018,0,0,0,1,0
SAMN22548462,Taiwan,2018,0,0,0,1,0
SAMN29837420,China,2019,0,0,0,0,0
SAMN32423453,China,2021,0,0,0,0,0
SAMN37389572,Cameroon,2022,0,0,0,0,1
SAMN41014341,China,2023,0,0,0,0,0
SAMN11370921,India,2008,0,0,0,1,0
SAMN08628867,China,2014,0,0,0,0,0
SAMN20355457,China,2015,0,0,0,1,0
SAMN11835333,France,2016,0,0,0,0,0
SAMN13017012,France,2016,0,0,0,0,0
SAMN13017014,France,2016,0,0,0,0,0
SAMN13017015,France,2016,0,0,0,0,0
SAMN13567894,Poland,2018,0,0,0,0,0
SAMN30174801,Indonesia,2019,0,0,0,0,0
SAMN37176629,Thailand,2019,0,0,0,0,1
SAMN32967350,Turkey,2021,0,0,0,1,0
SAMN40125995,China,2023,0,0,0,0,0
SAMN41736449,China,2023,0,0,0,0,0
SAMN41162773,Slovakia,2022,0,0,0,0,0
SAMN41162776,Slovakia,2022,0,0,0,0,0
SAMN41162777,Slovakia,2022,0,0,0,0,0
SAMN41162778,Slovakia,2022,0,0,0,0,0
SAMN41162780,Slovakia,2022,0,0,0,0,0
SAMN40643419,Turkey,2000,0,0,0,1,0
SAMN04155596,India,2005,0,0,0,0,0
SAMN43558250,China,2019,0,0,0,0,1
SAMN43558258,China,2019,0,0,0,0,1
SAMN40733493,Belgium,2020,0,0,0,0,1
SAMN33770778,Bangladesh,2021,0,0,0,1,0
SAMN40733509,Belgium,2021,0,0,0,0,1
SAMN37639064,South Korea,2022,0,0,0,0,1
SAMN07206913,South Korea,2016,0,0,0,0,0
SAMN07224244,South Korea,2016,0,0,0,0,0
SAMN08142761,South Korea,2016,0,0,0,1,0
SAMN08200884,South Korea,2016,0,0,0,1,0
SAMN11618765,Italy,2016,0,0,0,0,0
SAMN11618766,Italy,2016,0,0,0,0,0
SAMN13386394,China,2016,0,0,0,1,0
SAMN46760028,South Korea,2016,0,0,0,1,0
SAMN10984488,South Africa,2017,0,0,0,0,0
SAMN10984489,South Africa,2017,0,0,0,0,0
SAMN10984491,South Africa,2017,0,0,0,0,1
SAMN30888628,India,2020,0,0,0,0,1
SAMN37553482,China,2022,0,0,0,1,0
SAMN38673172,USA,2022,0,0,0,0,1
SAMN16539238,India,2010,0,0,0,1,0
SAMN15532826,USA,2015,0,0,0,0,0
SAMN15532871,USA,2015,0,0,0,0,0
SAMN05942008,USA,2016,0,0,0,1,0
SAMN06464105,USA,2016,0,0,0,0,0
SAMN10239524,India,2008,0,0,0,0,0
SAMN03854682,China,2013,0,0,0,0,0
SAMN31308977,China,2014,0,0,0,1,0
SAMN35562085,China,2019,0,0,0,0,0
SAMN38673174,USA,2022,0,0,0,0,1
SAMN40573505,India,2023,0,0,0,0,0
SAMN10984473,South Africa,2017,0,0,0,0,1
SAMN10984474,South Africa,2017,0,0,0,0,1
SAMN10984475,South Africa,2017,0,0,0,0,1
SAMN10984476,South Africa,2017,0,0,0,0,1
SAMN10984478,South Africa,2017,0,0,0,0,1
SAMN10984481,South Africa,2017,0,0,0,0,1
SAMN10984482,South Africa,2017,0,0,0,0,1
SAMN10984483,South Africa,2017,0,0,0,0,1
SAMN41088280,Singapore,2018,0,0,0,0,0
SAMN41088281,Singapore,2018,0,0,0,0,0
SAMN41088282,Singapore,2018,0,0,0,0,0
SAMN41088283,Singapore,2018,0,0,0,0,0
SAMN41088284,Singapore,2018,0,0,0,0,0
SAMN41088285,Singapore,2018,0,0,0,0,0
SAMN40733452,Belgium,2017,0,0,0,0,1
SAMN43558246,China,2019,0,0,0,0,1
SAMN43558249,China,2019,0,0,0,0,1
SAMN43558255,China,2019,0,0,0,0,0
SAMN21920642,United Kingdom,2020,0,0,0,0,0
SAMN21920643,United Kingdom,2020,0,0,0,0,0
SAMD00645484,NA,1984,0,0,0,0,0
SAMN13739031,India,2002,0,0,0,0,0
SAMN42108990,India,2010,0,0,0,0,1
SAMN42108991,India,2010,0,0,0,0,1
SAMN43558182,China,2018,0,0,0,0,1
SAMN37686922,South Korea,2020,0,0,0,0,1
SAMN40988818,China,2021,0,0,0,1,0
SAMN45068455,Taiwan,2023,0,0,0,1,0
SAMN45068456,Taiwan,2023,0,0,0,1,0
SAMN45068457,Taiwan,2023,0,0,0,1,0
SAMN43515873,China,2020,0,0,0,0,0
SAMN31210310,China,2021,0,0,0,1,0
SAMN42899969,South Korea,2022,0,0,0,0,0
SAMN42930119,South Korea,2022,0,0,0,1,0
SAMN08583619,Spain,2002,0,0,0,0,0
SAMN14517101,Brazil,2016,0,0,0,1,0
SAMN28159713,India,2019,0,0,0,0,0
SAMN28159714,India,2019,0,0,0,0,0
SAMN10984493,South Africa,2017,0,0,0,0,1
SAMN10984494,South Africa,2017,0,0,0,0,1
SAMN10984495,South Africa,2017,0,0,0,0,1
SAMN10984496,South Africa,2017,0,0,0,0,0
SAMN10984497,South Africa,2017,0,0,0,0,1
SAMN10984498,South Africa,2017,0,0,0,0,1
SAMN10984499,South Africa,2017,0,0,0,0,0
SAMN10984500,South Africa,2017,0,0,0,0,1
SAMN10984502,South Africa,2017,0,0,0,0,1
SAMN22498463,Pakistan,2019,0,0,0,0,0
SAMN34126596,China,2019,0,0,0,0,1
SAMN13955257,Germany,2012,0,0,0,0,1
SAMN08455838,India,2014,0,0,0,0,0
SAMN08290306,South Korea,2016,0,0,0,0,0
SAMN35673526,Bulgaria,2022,0,0,0,0,1
SAMN10659804,India,2016,0,0,0,0,0
SAMN29751143,Thailand,2018,0,0,0,0,0
SAMN43558254,China,2019,0,0,0,0,1
SAMN43558259,China,2019,0,0,0,0,0
SAMN37805304,USA,2010,0,0,0,0,0
SAMN10984484,South Africa,2017,0,0,0,0,0
SAMN10984485,South Africa,2017,0,0,0,0,1
SAMN10984486,South Africa,2017,0,0,0,0,1
SAMN11189932,China,2017,0,0,0,0,1
SAMN43558212,China,2018,0,0,0,0,0
SAMN29360020,China,2021,0,0,0,0,1
SAMN17109605,Australia,2015,0,0,0,1,0
SAMN30403673,China,2020,0,0,0,0,0
SAMN44706679,Poland,2020,0,0,0,1,0
SAMN42722805,China,2023,0,0,0,0,0
SAMN31308951,China,2014,0,0,0,1,0
SAMN15532806,USA,2016,0,0,0,1,0
SAMN15369627,Brazil,2017,0,0,0,0,0
SAMN36868839,Austria,2022,0,0,0,1,0
SAMN03853751,China,2006,0,0,0,1,0
SAMN09222630,China,2010,0,0,0,1,0
SAMN41455268,India,2014,0,0,0,0,0
SAMN40733480,Belgium,2019,0,0,0,0,1
SAMN40733494,Belgium,2020,0,0,0,0,1
SAMN43023992,South Korea,2023,0,0,0,1,0
SAMN38984026,China,2008,0,0,0,1,0
SAMN08195737,South Korea,2016,0,0,0,0,0
SAMN09303046,South Korea,2016,0,0,0,1,0
SAMN20968817,South Korea,2017,0,0,0,1,0
SAMN40100972,China,2022,0,0,0,1,0
SAMN06464110,USA,2016,0,0,0,1,0
SAMN23798833,China,2021,0,0,0,0,0
SAMN36399042,South Korea,2022,0,0,0,1,0
SAMN23525688,China,2019,0,1,0,0,0
SAMN26510316,Canada,2021,0,0,0,0,0
SAMN41007757,USA,2021,0,0,0,0,1
SAMN44216777,South Korea,2023,0,0,0,0,0
SAMN44216778,South Korea,2023,0,0,0,0,0
SAMN44216779,South Korea,2023,0,0,0,0,0
SAMN44216780,South Korea,2023,0,0,0,0,0
SAMN44216781,South Korea,2023,0,0,0,0,0
SAMN44216782,South Korea,2023,0,0,0,0,0
SAMN09734169,China,2012,0,0,0,0,0
SAMN09736307,China,2013,0,0,0,0,0
SAMN09736323,China,2013,0,0,0,1,0
SAMN08180273,South Korea,2015,0,0,0,0,0
SAMN28891356,China,2021,0,0,0,0,1
SAMN32023558,China,2021,0,0,0,0,1
SAMN32023589,China,2021,0,0,0,0,1
SAMN33200929,Bulgaria,2022,0,0,0,0,0
SAMN43558214,China,2018,0,0,0,0,1
SAMN43561091,China,2018,0,0,0,0,0
SAMN44236708,Morocco,2020,0,0,0,0,0
SAMN38149051,China,2021,0,0,0,1,0
SAMN38149052,China,2021,0,0,0,1,0
SAMN19065613,Belgium,2013,0,0,0,0,0
SAMN19065614,Belgium,2013,0,0,0,0,0
SAMN19065615,Belgium,2013,0,0,0,0,0
SAMN19065616,Belgium,2013,0,0,0,0,0
SAMN19065617,Belgium,2013,0,0,0,0,0
SAMN13255727,China,2016,0,0,0,0,0
SAMN20253280,Greece,2016,0,0,0,0,0
SAMN33943278,South Korea,2016,0,0,0,0,0
SAMN08628864,South Korea,2017,0,0,0,0,0
SAMN18106440,China,2017,0,0,0,0,0
SAMN31265847,China,2019,0,0,0,0,1
SAMN31265945,China,2019,0,0,0,0,1
SAMN31265986,China,2019,0,0,0,0,1
SAMN31265995,China,2019,0,0,0,0,1
SAMN31265996,China,2019,0,0,0,0,1
SAMN31265997,China,2019,0,0,0,0,1
SAMN31265999,China,2019,0,0,0,0,1
SAMN31266000,China,2019,0,0,0,0,1
SAMN31266029,China,2019,0,0,0,0,1
SAMN31266030,China,2019,0,0,0,0,1
SAMD00645486,NA,1989,0,0,0,0,0
SAMN37067333,Argentina,2020,0,0,0,0,1
SAMN39888444,USA,2022,0,0,0,0,1
SAMN12614776,Italy,2016,0,0,0,0,0
SAMN12614777,Italy,2016,0,0,0,0,0
SAMN12614778,Italy,2016,0,0,0,0,0
SAMN10984505,South Africa,2017,0,0,0,0,0
SAMN10984506,South Africa,2017,0,0,0,0,1
SAMN10984507,South Africa,2017,0,0,0,0,0
SAMN10984508,South Africa,2017,0,0,0,0,0
SAMN31253290,China,2019,0,0,0,0,1
SAMN28771987,South Korea,2021,0,0,0,0,1
SAMN32237615,South Korea,2021,0,0,0,0,1
SAMN43437029,Ghana,2023,0,0,0,0,1
SAMN47175726,Viet Nam,2023,0,0,0,0,0
SAMN33617003,USA,2015,0,0,0,0,1
SAMN37730902,Thailand,2018,0,0,0,0,0
SAMN37756362,Thailand,2018,0,0,0,0,0
SAMN38196781,Thailand,2018,0,0,0,0,0
SAMN43437030,Ghana,2023,0,0,0,0,1
SAMN17376698,Thailand,2017,0,0,0,0,0
SAMN22237326,Thailand,2017,0,0,0,0,0
SAMN31372286,Thailand,2020,0,0,0,1,0
SAMN31372287,Thailand,2020,0,0,0,1,0
SAMN31372288,Thailand,2020,0,0,0,1,0
SAMN31372289,Thailand,2020,0,0,0,1,0
SAMN31372290,Thailand,2020,0,0,0,1,0
SAMN31372291,Thailand,2020,0,0,0,1,0
SAMN31372292,Thailand,2020,0,0,0,1,0
SAMN42158193,USA,2023,0,0,0,0,0
SAMN43463096,Ghana,2023,0,0,0,0,1
SAMN06812572,Japan,2003,0,0,0,1,0
SAMN23764977,China,2019,0,0,0,1,0
SAMN23765140,China,2019,0,0,0,1,0
SAMN37319786,China,2022,0,0,0,0,0
SAMN05864076,USA,2015,0,0,0,1,0
SAMN12384629,Brazil,2012,0,0,0,0,1
SAMN12384639,Brazil,2012,0,0,0,0,1
SAMN12384640,Brazil,2012,0,0,0,0,1
SAMN12384641,Brazil,2012,0,0,0,0,1
SAMN43558244,China,2019,0,0,0,0,1
SAMN43558248,China,2019,0,0,0,0,1
SAMN43558252,China,2019,0,0,0,0,0
SAMN04437173,China,2009,0,0,0,0,0
SAMN10984509,South Africa,2017,0,0,0,0,1
SAMN10984510,South Africa,2017,0,0,0,0,1
SAMN10984511,South Africa,2017,0,0,0,0,0
SAMN10984512,South Africa,2017,0,0,0,0,0
SAMN37067329,Argentina,2019,0,0,0,0,1
SAMN41035240,USA,2020,0,0,0,1,0
SAMN41035242,USA,2020,0,0,0,1,0
SAMN41053268,India,2023,0,0,0,1,0
SAMN41885156,China,2023,0,0,0,0,0
SAMN41916868,China,2023,0,0,0,0,0
SAMN29933592,China,2016,0,0,0,1,0
SAMN26741362,China,2020,0,0,0,0,0
SAMN26741366,China,2020,0,0,0,0,0
SAMN26741391,China,2020,0,0,0,0,0
SAMN27670664,China,2020,0,0,0,0,0
SAMN27670675,China,2020,0,0,0,0,0
SAMN27670729,China,2020,0,0,0,0,0
SAMN38167931,China,2019,0,0,0,1,0
SAMN38168100,China,2019,0,0,0,0,0
SAMN38169127,China,2019,0,0,0,0,1
SAMN33777240,Croatia,2020,0,0,0,1,0
SAMN12792932,NA,1988,0,0,0,1,0
SAMN04490175,India,2015,0,0,0,0,0
SAMN04519660,India,2015,0,0,0,0,0
SAMN13111359,NA,2003,0,0,0,0,0
SAMN10984513,South Africa,2017,0,0,0,0,1
SAMN10984514,South Africa,2017,0,0,0,0,1
SAMN10984515,South Africa,2017,0,0,0,0,1
SAMN10984516,South Africa,2017,0,0,0,0,1
SAMN10984517,South Africa,2017,0,0,0,0,0
SAMN10984518,South Africa,2017,0,0,0,0,1
SAMN10984519,South Africa,2017,0,0,0,0,1
SAMN10984520,South Africa,2017,0,0,0,0,1
SAMN10984521,South Africa,2017,0,0,0,0,1
SAMN37067326,Argentina,2016,0,0,0,0,1
SAMN36329518,Bulgaria,2020,0,0,0,0,0
SAMN42316428,China,2023,0,0,0,0,0
SAMN10791424,India,2017,0,0,0,0,0
SAMN38750235,USA,2020,1,0,1,0,0
SAMN08624599,China,2017,0,0,0,0,0
SAMN37639065,South Korea,2022,0,0,0,0,1
SAMN04038608,India,2014,0,0,0,0,0
SAMN04121884,India,2014,0,0,0,1,0
SAMN10984487,South Africa,2017,0,0,0,0,1
SAMN43558216,China,2018,0,0,0,0,1
SAMN15454222,NA,2017,0,0,0,0,0
SAMN15454223,NA,2017,0,0,0,0,0
SAMN41784243,Turkey,2003,0,0,0,1,0
SAMN17214539,China,2011,0,0,0,1,0
SAMN43437018,Ghana,2023,0,0,0,0,1
SAMN06464090,USA,2016,0,0,0,1,0
SAMN06464111,USA,2016,0,0,0,1,0
SAMN19589998,China,2017,0,0,0,0,0
SAMN40733481,Belgium,2019,0,0,0,0,1
SAMN33550236,China,2021,0,0,0,0,0
SAMN07665576,Canada,2016,0,0,0,1,0
SAMN07665577,Canada,2016,0,0,0,1,0
SAMN07665580,Canada,2016,0,0,0,1,0
SAMN07665581,Canada,2016,0,0,0,1,0
SAMN07665582,Canada,2016,0,0,0,1,0
SAMN05949321,Ireland,1988,0,0,1,1,0
SAMN04120644,India,2013,0,0,0,0,0
SAMN26246081,China,2019,0,0,0,0,1
SAMN15532707,USA,2015,0,0,0,0,0
SAMN15532749,USA,2015,0,0,0,0,0
SAMN43558245,China,2019,0,0,0,0,0
SAMN43558261,China,2019,0,0,0,0,0
SAMN33440685,China,2022,0,0,0,0,0
SAMN33263285,China,2009,0,0,0,1,0
SAMN09736351,China,2013,0,0,0,0,0
SAMN09736352,China,2013,0,0,0,0,0
SAMN46082864,China,2016,0,0,0,0,0
SAMN14219255,India,2017,0,0,0,0,0
SAMN43558207,China,2018,0,0,0,0,1
SAMN43558215,China,2018,0,0,0,0,1
SAMN43558217,China,2018,0,0,0,0,1
SAMN31882070,China,2019,0,0,0,0,0
SAMN33709386,China,2020,0,0,0,0,0
SAMN40703596,China,2023,0,0,0,0,0
SAMN45919542,China,2023,0,0,0,0,1
SAMN45919634,China,2023,0,0,0,0,1
SAMN18794464,China,2012,0,0,0,0,0
SAMN41260139,India,2019,0,0,0,0,0
SAMN37067334,Argentina,2020,0,0,0,0,1
SAMN37687441,South Korea,2020,0,0,0,0,1
SAMN41523689,India,2023,0,0,0,0,1
SAMN15461262,China,2009,0,0,0,0,0
SAMN05583779,USA,2015,0,0,0,1,0
SAMN05726893,USA,2015,0,0,0,0,0
SAMN41430748,India,2019,0,0,0,0,0
SAMN36470972,China,2021,0,0,0,0,0
SAMN46889214,China,2023,0,0,0,1,0
SAMN43558232,China,2019,0,0,0,0,1
SAMN43558265,China,2019,0,0,0,0,1
SAMD00803709,Japan,2021,1,0,1,0,0
SAMN40733515,Belgium,2021,0,0,0,0,1
SAMN42108992,India,2009,0,0,0,0,1
SAMN42108995,India,2009,0,0,0,0,1
SAMN15558268,Egypt,2014,0,0,0,0,0
SAMN43558220,China,2018,0,0,0,0,1
SAMN20719246,Germany,2019,0,0,0,0,1
SAMN06464107,USA,2016,0,0,0,0,0
SAMN06464112,USA,2016,0,0,0,1,0
SAMN40593477,China,2021,0,0,0,0,1
SAMN40964781,USA,2021,0,0,0,1,0
SAMD00117053,Japan,2009,0,0,0,0,1
SAMN05942023,USA,2015,0,0,0,1,0
SAMN36868849,Austria,2022,0,0,0,1,0
SAMN37067330,Argentina,2019,0,0,0,0,1
SAMN45919541,China,2023,0,0,0,0,1
SAMN45919547,China,2023,0,0,0,0,1
SAMN45919548,China,2023,0,0,0,0,1
SAMN45919549,China,2023,0,0,0,0,1
SAMN45919550,China,2023,0,0,0,0,1
SAMN45919551,China,2023,0,0,0,0,1
SAMN38796418,China,2021,0,0,0,1,0
SAMN33850044,Lithuania,2022,0,0,0,0,0
SAMN34167589,Lithuania,2022,0,0,0,0,0
SAMN43558257,China,2019,0,0,0,0,1
SAMN43558263,China,2019,0,0,0,0,1
SAMN28772076,China,2021,0,0,0,0,0
SAMN19670540,Russia,2010,0,0,0,1,0
SAMN43558213,China,2018,0,0,0,0,0
SAMN47004894,Iraq,2024,0,0,0,1,0
SAMN40733471,Belgium,2018,0,0,0,0,1
SAMN16826729,Belgium,2017,0,0,0,0,1
SAMN20500851,India,2020,0,0,0,0,1
SAMN35301448,China,2022,0,0,0,0,0
SAMN36368409,China,2022,0,0,0,0,1
SAMN36368432,China,2022,0,0,0,0,0
SAMN36368434,China,2022,0,0,0,0,0
SAMN36368436,China,2022,0,0,0,0,0
SAMN36368439,China,2022,0,0,0,0,1
SAMN39280960,South Korea,2022,0,0,0,0,1
SAMN39304895,South Korea,2022,0,0,0,0,0
SAMN16826734,Belgium,2019,0,0,0,0,1
SAMN43558264,China,2019,0,0,0,0,1
SAMN37176630,Thailand,2019,0,0,0,0,1
SAMN02981005,Norway,2010,0,0,0,0,0
SAMN31265469,China,2019,0,0,0,0,1
SAMN31888290,China,2021,0,0,0,0,1
SAMN31888291,China,2021,0,0,0,0,1
SAMN31888292,China,2021,0,0,0,0,1
SAMN35673317,China,2022,0,0,0,0,1
SAMN35673318,China,2022,0,0,0,0,1
SAMN35673319,China,2022,0,0,0,0,1
SAMN35673320,China,2022,0,0,0,0,1
SAMN35673321,China,2022,0,0,0,0,0
SAMN35673322,China,2022,0,0,0,0,0
SAMN35673323,China,2022,0,0,0,0,1
SAMN35673324,China,2022,0,0,0,0,1
SAMN35673325,China,2022,0,0,0,0,1
SAMN35673326,China,2022,0,0,0,0,1
SAMN35673327,China,2022,0,0,0,0,1
SAMN35673328,China,2022,0,0,0,0,1
SAMN35673329,China,2022,0,0,0,0,1
SAMN35673330,China,2022,0,0,0,0,1
SAMN35673331,China,2022,0,0,0,0,1
SAMN35673332,China,2022,0,0,0,0,1
SAMN35673333,China,2022,0,0,0,0,1
SAMN35673334,China,2022,0,0,0,0,0
SAMN35673335,China,2022,0,0,0,0,1
SAMN35673336,China,2022,0,0,0,0,1
SAMN35673337,China,2022,0,0,0,0,1
SAMN35673338,China,2022,0,0,0,0,1
SAMN35673339,China,2022,0,0,0,0,1
SAMN35673340,China,2022,0,0,0,0,0
SAMN35673341,China,2022,0,0,0,0,1
SAMN35673342,China,2022,0,0,0,0,0
SAMN35673343,China,2022,0,0,0,0,0
SAMN35673344,China,2022,0,0,0,0,1
SAMN35673345,China,2022,0,0,0,0,1
